Unnamed: 0,uncivil,civil,is_toxic,normalized_length_change,length_diff,change_direction
225,"ing and able to jump through all hoops. This way we make sure that nobody accidentally encrypts their email and then loses access to it at the cost that way less email is getting encrypted overall. *This way we ensure that encrypted email is becoming more widespread available in future.*""  In makes me sad because you either work against your own goals or actually value theoretical availability issues for a few corner cases over the confidentiality of all PGP users.  It's your project and I'm in no positio","This way, we ensure that no one accidentally encrypts their email and subsequently loses access to it at the expense of ensuring that less email is being encrypted overall. This way, we ensure that encrypted email becomes more widely available in the future. It bothers me that you work against your own goals or place theoretical availability issues above the confidentiality of all PGP users. It's your project, and I'm not in a position to disagree.",0,11.372549019607844,58,decrease
226,"**[Eric Pederson](https://jira.spring.io/secure/ViewProfile.jspa?name=ericacm)** commented  Another thing that would be nice - currently if you are using constructor injection it looks like  `@Component` class Foo `@Autowired`()(bar: Bar, baz: Baz) extends Blah  which is ugly.  `@Component` `@Autowired` class Foo(bar: Bar, baz: Baz) extends Blah  or even  `@Component` class Foo(bar: Bar, baz: Baz) extends Blah  would be nicer - assuming in the latter case that a `@Component` is going to have its first con","**[Eric Pederson](https://jira.spring.io/secure/ViewProfile.jspa?name=ericacm)** commented on another interesting point. Currently, if you're using constructor injection, it looks like the @Component class Foo @Autowired()(bar: Bar, baz: Baz) extends Blah, which is not aesthetically pleasing. @Component `@Autowired` class Foo(bar: Bar, baz: Baz) extends Blah or even `@Component` Foo(bar: Bar, baz: Baz) extends Blah would be nicer assuming in the latter case that a `Component` will have its first con.",0,0.9803921568627451,5,decrease
227," thread and come back, but that gets super tricky/ugly to implement, and we decided to keep it simple. Either way, feel free to continue discussion on the forum.","While implementing this thread is becoming intricate and cumbersome, we decided to keep it simple. Regardless, feel free to continue the discussion in the forum.",0,0.0,0,no change
228,"don't you dare to remove fast forward on silence, lol","Don't you dare remove ""fast forward"" on silence, lol.",0,0.0,0,no change
229,What type of media are you playing?,What kind of media are you using?,0,5.714285714285714,2,decrease
230,"d be an option, since the player is highlighted by a border as well?","Considering that the player is also highlighted by a border, it might not be an option. Let's consider the possibility of using a border as well.",0,-113.23529411764706,-77,increase
231,"1. Non-developers are unlikely to activate debugging in order to file a bug report on Github. 2. ""Debugging"" is what it's named here in the logging instructions. 3. ""Fehlersuche"" would be misleading to me. It sounds to me like something might solve my problem automatically. 4. I guess neither of us capable of estimating how ""debugging"" is understood by Non-nerds. I guess it's sounds nerdy to them and that's not wrong.","It's unlikely for non-developers to activate debugging to file a bug report on GitHub. ""Debugging"" is what is referred to in the logging instructions. ""Fehlersuche"" seems misleading to me. It seems like something might automatically solve my problem. ""None of us seem capable of estimating how ""debugging"" is understood by non-nerds. It seems a bit convoluted to them, and that's not wrong.",0,7.363420427553444,31,decrease
232,"My team also has issues with the `allOf` operator. For us it's generating empty interfaces! So something like ```yaml paths:   /cobrand/v1/public/cobrands:     get:       allOf:         - summary: Get cobrands...         - description: User Session identifier ... ``` ends up being an ugly and empty `get`: ```ts   ""/cobrand/v1/public/cobrands"": {     get: {     };   }; ```","My team also has issues with the allOf operator. For us, it's generating empty interfaces. Something like: //cobrand/v1/public/cobrands: get: allOf: - summary: Get cobrands... - description: User Session identifier... ```` Ends up as an ugly and empty get: ``ts ""/cobrand/v1/public/cobrands"": { get: { }; }; ````",0,16.577540106951872,62,decrease
233,"Quoting [rfc7845](https://datatracker.ietf.org/doc/html/rfc7845):  > The RECOMMENDED filename extension for Ogg Opus files is '.opus'.  As this is only a recommendation, I'd prefer to stick to `ogg` because OGG is a somewhat common audio container format that people know and the most widely used file extension for it is `ogg`, no matter the inner codec.  I'm also doubtful that the crappy music players people love to use can handle the `opus` extension well (despite Android 10) while I'd expect most of the","Quoting [rfc7845](https://datatracker.ietf.org/doc/html/rfc7845): The recommended filename extension for Ogg Opus files is '.opus'. As this is only a recommendation, I would prefer sticking to 'ogg' because 'ogg' is a common audio container format that is widely used, regardless of the internal codec. I also have reservations about the ability of the music players we love to use to handle the 'opus' extension effectively, even though I expect most of the extensions to be handled with Android 10.",0,1.9607843137254901,10,decrease
234,"omehow newbies seem to consistently onboard themselves successfully).  This is perhaps because the project has spawned a nice little collection of authors and training services who produce their own learning material.  In a quick Amazon search, I see 63 books available solely about ""Selenium Webdriver"". That's pretty good! If you add on the dozens of training courses and the materials they produce, the Selenium user groups and archives, and thousands of StackOverflow questions/answers... that's a big honk","It's interesting to note that newbies consistently integrate themselves successfully. Perhaps the reason for this is because the project has spawned a small collection of authors and training services that produce their own learning material. On a quick Amazon search, I noticed that there are 63 books exclusively devoted to ""Selenium Webdriver."" That's quite impressive! Adding the numerous training courses and the materials they produce, the Selenium user groups and archives, and thousands of StackOverflow questions/answers... is a significant addition.",0,-9.607843137254903,-49,increase
235,"Damn.  Sure, gimme a bit.","Oh no, I apologize for the confusion.",0,-48.0,-12,increase
