row_number,uncivil_tokens,T5,bart,condabert,count,diffudetox,gpt4,gpt35,madan,marco,marian,nllb,paradetox,paragedi,politebot
1716,510,463,1049,543,75,74,611,548,286,528,508,651,75,193,68
1717,510,580,469,524,72,69,766,568,218,511,408,983,72,187,89
1718,510,431,558,539,69,65,303,492,290,502,506,568,69,120,78
1719,510,281,303,580,69,73,545,496,400,518,495,537,65,235,91
1720,510,437,443,522,75,64,935,143,153,499,549,510,80,227,64
1721,510,427,521,513,64,68,761,146,751,511,530,401,64,225,85
1722,510,499,479,521,68,57,669,466,294,464,533,510,68,147,59
1723,510,342,514,531,57,75,606,491,1008,498,488,556,57,246,82
1724,510,417,607,526,75,25,647,465,202,509,534,495,75,167,80
1725,510,537,463,517,33,69,824,451,740,497,512,602,38,224,59
1726,510,245,443,386,69,89,623,565,776,507,259,238,69,162,82
1727,510,517,539,562,90,58,456,424,52,532,58,349,90,224,72
1728,510,510,425,542,58,70,853,573,307,523,451,134,64,173,82
1729,510,550,510,568,72,74,716,627,361,524,635,510,72,233,83
1730,510,540,382,515,74,11,460,307,512,479,529,483,74,150,77
1731,510,426,489,534,14,70,732,483,283,514,542,481,29,148,87
1732,510,335,510,419,70,73,753,295,687,470,376,555,70,156,64
1733,510,330,269,544,73,71,730,363,337,507,502,382,73,162,74
1734,510,498,496,524,71,76,657,291,564,491,525,532,76,252,52
1735,510,543,506,541,72,60,1085,524,623,526,485,503,76,125,83
1736,510,616,502,535,60,81,725,589,259,524,537,511,60,239,88
1737,510,569,496,546,78,36,569,257,247,516,534,485,78,224,85
1738,510,548,460,532,81,65,771,497,228,514,513,519,81,267,63
1739,510,434,491,534,67,74,701,467,476,488,518,561,64,109,75
1740,510,173,561,605,80,80,739,500,785,512,506,460,90,254,83
1741,510,465,313,524,79,45,646,168,265,477,533,561,79,226,92
1742,510,461,542,532,45,50,725,360,458,506,487,537,45,128,55
1743,510,1434,494,526,50,60,1813,495,520,514,166,460,50,192,76
1744,510,510,510,547,60,82,829,526,348,513,428,510,60,240,63
1745,510,454,58,557,82,54,701,454,284,506,570,510,82,203,76
1746,510,575,567,525,60,69,838,515,384,521,478,459,51,213,82
1747,510,230,491,620,65,80,526,127,182,511,572,547,65,133,66
1748,510,629,150,525,80,13,960,99,164,513,491,498,80,134,85
1749,510,489,475,520,48,42,802,72,505,508,560,483,34,138,56
1750,510,387,485,446,56,13,521,306,306,450,405,569,62,245,51
1751,510,428,687,510,32,8,777,542,582,508,236,418,33,278,49
1752,510,474,378,650,38,61,876,436,319,498,504,558,17,179,72
1753,510,232,371,701,61,71,262,434,171,536,79,1799,61,270,60
1754,510,549,251,558,71,65,643,454,242,538,475,215,71,127,62
1755,510,469,500,584,65,87,597,220,282,555,483,535,68,156,85
1756,510,539,481,541,87,49,64,479,359,516,616,537,87,244,83
1757,510,473,529,516,53,55,566,509,546,490,519,576,49,313,44
1758,510,450,499,520,55,76,584,148,513,486,443,540,55,107,62
1759,510,437,512,553,76,69,703,468,481,513,465,504,76,122,75
1760,510,527,536,529,69,19,788,495,95,511,390,552,69,179,68
1761,510,546,575,529,46,30,629,341,507,513,524,545,44,135,70
1762,510,392,546,561,74,31,663,634,263,510,483,36,74,222,83
1763,510,552,426,533,58,72,560,628,310,521,559,502,64,172,52
1764,510,434,507,581,72,83,629,250,296,514,531,573,72,185,64
1765,510,367,479,542,86,62,405,701,262,531,525,461,83,193,71
1766,510,374,494,543,66,73,940,621,278,511,446,566,63,256,70
1767,510,493,510,528,78,55,619,571,656,517,492,579,73,248,60
1768,510,474,642,561,55,57,624,588,660,482,516,538,55,222,80
1769,510,425,262,617,57,84,779,94,395,514,540,517,57,245,47
1770,510,445,485,544,84,78,744,259,217,530,431,400,84,240,70
1771,510,480,447,599,78,35,700,389,866,575,472,521,78,257,62
1772,510,553,540,551,90,44,868,537,360,535,509,514,54,242,78
1773,510,253,603,337,80,84,662,443,246,632,306,397,78,241,96
1774,510,386,1173,521,84,78,697,209,228,504,487,103,84,249,78
1775,510,575,486,546,73,69,803,388,262,493,613,454,73,153,85
1776,510,489,580,524,69,44,177,528,327,495,579,586,68,143,67
1777,510,451,594,533,44,69,670,439,282,514,563,544,44,253,51
1778,510,401,548,613,61,64,826,473,748,515,383,513,69,147,30
1779,510,415,454,541,80,66,650,190,487,529,532,207,78,157,68
1780,510,553,510,534,67,75,672,272,282,508,490,566,67,276,68
1781,510,484,582,543,75,20,364,477,975,533,435,585,75,160,65
1782,510,459,524,538,54,88,544,339,763,509,478,484,52,204,74
1783,510,442,515,560,85,59,737,500,301,510,524,470,85,116,54
1784,510,563,328,529,59,60,600,550,560,504,565,522,59,230,76
1785,510,274,537,538,60,27,630,147,315,525,455,510,60,247,34
1786,510,546,525,525,67,64,876,633,322,476,536,562,72,153,75
1787,510,325,500,433,66,54,511,114,359,524,397,591,64,283,78
1788,510,442,467,523,58,50,720,382,336,482,521,419,62,235,64
1789,510,546,518,569,50,23,28,563,506,492,532,523,50,248,64
1790,510,378,461,533,42,95,686,567,628,508,535,532,42,159,67
1791,510,338,510,619,95,68,938,477,347,484,73,510,95,144,66
1792,510,493,167,516,68,16,671,283,292,482,417,604,68,219,48
1793,510,499,522,531,45,75,892,483,742,486,512,332,31,123,88
1794,510,543,456,512,75,85,150,509,290,510,486,475,75,160,82
1795,510,311,367,517,84,62,614,561,335,501,436,589,86,212,41
1796,510,379,515,485,62,76,630,529,723,523,448,575,62,162,66
1797,510,364,403,531,76,44,246,175,344,500,495,440,76,251,81
1798,510,486,549,531,44,79,654,471,272,494,447,507,42,206,75
1799,510,499,463,547,81,40,542,576,339,492,476,484,79,195,86
1800,510,501,510,548,81,91,670,347,187,509,581,519,80,190,60
1801,510,279,546,524,91,74,754,252,262,518,358,371,91,217,86
1802,510,183,549,525,74,71,648,704,753,511,482,529,74,255,72
1803,510,584,491,526,90,73,751,579,261,502,499,474,88,167,90
1804,510,460,520,521,75,69,523,538,270,499,394,588,77,268,79
1805,510,483,533,528,69,75,977,328,291,509,501,495,69,124,66
1806,510,421,443,522,78,62,594,141,554,489,301,531,78,204,83
1807,510,580,526,529,62,65,715,405,258,507,563,577,62,249,44
1808,510,334,533,507,67,19,618,310,615,514,158,500,67,198,71
1809,510,80,528,454,49,85,871,458,149,508,186,549,49,169,80
1810,510,492,493,551,85,73,1103,552,253,500,530,584,85,108,75
1811,510,283,537,549,73,51,766,457,1033,510,415,368,73,154,43
1812,510,510,495,528,67,75,447,433,130,512,578,518,64,98,31
1813,510,501,510,519,75,75,689,173,371,515,492,569,75,116,72
1814,510,554,399,529,75,14,322,396,733,507,412,464,75,142,75
1815,510,497,420,527,74,86,671,108,963,502,518,510,14,205,66
1816,510,621,495,534,81,66,755,394,413,515,463,559,86,160,94
1817,510,474,566,534,66,82,593,483,226,466,541,522,66,231,67
1818,510,360,480,568,89,67,916,500,571,511,602,541,82,189,53
1819,510,157,200,521,67,74,595,221,273,518,454,202,67,136,74
1820,510,546,556,544,78,68,777,478,371,537,531,544,74,205,69
1821,510,493,521,527,68,84,426,397,352,519,505,564,68,160,72
1822,510,459,518,530,84,58,480,476,481,503,557,552,84,271,75
1823,510,468,500,546,82,63,685,498,781,519,534,552,82,209,79
1824,510,532,543,558,63,74,557,304,404,509,490,544,63,137,77
1825,510,506,578,525,74,46,726,576,253,512,523,478,70,142,69
1826,510,474,530,535,71,41,712,464,545,515,442,545,74,221,68
1827,510,338,390,522,64,56,689,271,296,512,556,345,64,154,55
1828,510,207,439,540,69,30,686,224,620,525,490,462,69,211,68
1829,510,456,354,533,73,57,695,341,299,467,476,626,72,285,77
1830,510,122,500,516,57,52,630,626,653,498,220,543,57,204,76
1831,510,575,510,515,52,82,1267,439,201,493,508,498,52,172,80
1832,510,353,620,534,61,48,675,502,264,491,503,531,76,136,86
1833,510,406,554,536,48,83,634,494,652,530,512,496,48,217,73
1834,510,450,496,562,83,44,776,123,640,528,515,449,83,256,45
1835,510,424,593,541,44,40,733,523,101,514,488,510,45,165,71
1836,510,231,510,614,45,42,589,494,766,509,46,532,45,258,80
1837,510,585,665,573,68,87,683,351,339,523,523,488,70,169,67
1838,510,489,543,551,88,62,653,549,555,504,425,539,87,290,62
1839,510,506,283,525,62,86,626,478,911,507,521,511,62,175,47
1840,510,525,550,530,86,41,742,418,262,520,536,502,86,144,88
1841,510,393,522,551,44,86,611,587,304,513,490,483,46,115,78
1842,510,492,481,552,85,59,649,465,252,526,581,547,85,296,64
1843,510,445,428,523,58,86,572,540,526,496,520,582,53,121,66
1844,510,585,536,552,86,21,769,519,398,521,138,411,86,159,94
1845,510,448,287,539,51,81,666,620,296,499,497,502,50,110,72
1846,510,347,488,555,65,52,793,237,287,529,472,512,68,292,57
1847,510,522,378,525,52,26,758,512,275,515,346,456,53,265,76
1848,510,445,584,579,46,46,632,380,404,518,202,526,46,144,50
1849,510,330,306,600,45,31,593,48,514,517,377,482,45,188,62
1850,510,451,432,556,54,86,692,501,129,479,465,471,48,107,51
1851,510,277,528,537,86,46,146,347,108,483,455,399,86,271,79
1852,510,185,373,535,50,66,942,640,285,510,563,405,50,166,90
1853,510,456,491,554,66,88,589,538,264,519,538,502,66,254,89
1854,510,477,492,529,89,65,839,467,557,510,446,515,95,253,80
1855,510,465,543,536,81,73,560,511,766,511,516,569,80,284,81
1856,510,384,405,520,71,31,873,567,278,543,478,539,47,165,69
1857,510,232,486,524,31,61,699,492,363,584,447,501,31,180,77
1858,510,449,660,607,61,90,646,325,215,530,53,598,61,230,59
1859,510,426,512,533,90,73,673,286,292,543,465,515,90,198,68
1860,510,200,508,536,78,53,1396,448,745,530,464,539,73,240,45
1861,510,443,510,522,53,79,412,238,385,530,503,532,53,265,84
1862,510,466,639,558,79,19,675,480,292,500,381,732,79,230,78
1863,510,455,531,582,30,14,697,525,402,540,464,510,28,223,70
1864,510,330,370,558,31,41,579,135,309,508,123,1442,30,96,93
1865,510,406,271,679,45,87,818,317,336,523,84,345,44,183,71
1866,510,267,2053,510,87,75,500,474,313,471,314,728,87,212,86
1867,510,455,579,537,75,25,310,496,293,496,553,603,75,237,59
1868,510,613,486,548,36,116,213,276,768,550,453,544,36,214,58
1869,510,369,509,595,105,91,627,318,650,532,488,497,105,246,66
1870,510,725,183,532,91,77,544,516,102,492,520,450,91,258,88
1871,510,463,322,527,73,97,613,492,333,500,529,475,73,226,73
1872,510,350,558,525,97,80,1018,342,339,499,565,381,97,246,62
1873,510,486,466,517,80,72,618,390,263,472,549,513,80,225,80
1874,510,490,534,533,72,56,661,508,356,509,419,479,72,146,72
1875,510,508,426,522,56,29,690,418,808,518,145,530,56,280,67
1876,510,587,555,514,72,70,661,528,261,514,500,503,72,198,72
1877,510,440,510,532,70,51,954,534,252,520,439,564,70,191,80
1878,510,576,282,522,51,22,270,442,335,502,526,523,51,164,62
1879,510,497,533,540,37,88,798,394,309,542,551,536,26,205,72
1880,510,255,602,386,81,67,845,541,665,503,381,541,41,274,50
1881,510,544,808,511,67,83,676,518,263,492,485,344,67,158,68
1882,510,477,438,581,94,63,651,609,410,518,518,473,83,168,97
1883,510,495,524,519,72,78,997,424,214,518,529,532,65,178,86
1884,510,492,461,522,83,58,922,543,662,511,478,510,79,237,84
1885,510,533,543,522,94,21,553,498,436,513,445,605,94,112,50
1886,510,467,518,514,55,89,872,685,729,515,412,534,55,144,86
1887,510,527,611,503,89,79,812,406,334,514,515,594,89,121,72
1888,510,456,551,525,79,53,686,508,257,513,505,579,79,204,47
1889,510,513,527,558,58,67,572,340,271,499,504,487,58,263,64
1890,510,425,502,584,78,71,911,604,749,540,512,543,69,166,45
1891,510,498,745,527,64,37,568,524,266,524,607,519,71,128,87
1892,510,497,652,532,54,75,689,334,298,522,491,575,47,272,54
1893,510,511,471,543,75,58,471,631,469,516,500,537,75,129,66
1894,510,513,403,530,45,19,793,480,245,504,390,551,48,190,82
1895,510,552,544,547,54,67,691,482,354,514,475,538,52,210,54
1896,510,346,513,469,67,72,758,414,342,564,434,485,67,265,72
1897,510,478,611,527,76,63,565,555,329,519,541,394,72,191,89
1898,510,521,521,526,70,65,690,186,264,495,522,461,62,173,78
1899,510,465,492,579,65,69,368,522,237,507,238,545,65,98,73
1900,510,500,128,539,44,51,706,526,449,510,515,539,44,195,83
1901,510,424,549,570,51,51,859,278,698,496,536,539,51,188,48
1902,510,266,575,534,48,71,236,234,102,509,509,524,51,115,88
1903,510,177,480,564,79,71,793,272,265,522,126,215,77,337,79
1904,510,496,496,575,71,69,534,396,292,513,535,498,71,346,38
1905,510,448,590,515,69,52,618,568,443,524,500,451,69,162,89
1906,510,588,558,531,87,58,527,459,177,545,528,422,76,243,87
1907,510,526,525,519,60,67,1981,562,202,515,511,534,60,71,79
1908,510,515,668,548,67,74,667,376,307,553,515,523,67,269,101
1909,510,538,495,553,80,24,693,144,334,537,461,557,78,228,66
1910,510,447,496,553,38,21,922,499,249,509,518,526,38,188,72
1911,510,393,236,544,37,79,631,164,327,508,501,499,33,154,58
1912,510,389,531,594,4,87,1020,642,231,495,434,240,87,265,70
1913,510,394,441,545,87,63,591,399,332,516,513,170,87,182,94
1914,510,478,483,512,48,57,675,500,592,511,498,451,68,251,68
1915,510,409,523,645,3,75,1026,435,297,506,384,523,48,260,62
1916,510,540,1992,593,81,64,653,541,112,523,529,489,81,306,91
1917,510,478,445,527,64,65,1271,566,246,506,548,547,64,139,58
1918,510,534,511,521,65,52,635,378,603,519,427,613,67,279,76
1919,510,582,534,528,52,82,715,562,319,537,522,508,52,234,42
1920,510,302,349,574,82,44,724,431,374,512,179,494,82,181,69
1921,510,218,403,523,51,59,709,585,469,512,478,501,57,176,78
1922,510,366,558,608,59,28,860,562,523,526,548,529,59,264,49
1923,510,302,507,533,70,88,997,602,289,533,516,1857,70,254,48
1924,510,323,520,576,44,43,753,267,632,509,512,549,44,140,67
1925,510,490,510,552,79,84,669,344,340,510,496,510,79,183,76
1926,510,539,482,529,82,75,663,340,688,516,568,509,84,168,74
1927,510,590,489,525,75,91,565,337,318,507,541,424,75,171,65
1928,510,555,541,529,73,64,471,439,235,502,522,559,83,148,39
1929,510,463,470,512,64,71,699,483,265,521,504,502,67,264,53
1930,510,491,491,541,64,54,787,499,285,514,550,509,71,191,75
1931,510,592,531,530,48,51,882,630,447,513,495,499,70,268,77
1932,510,474,589,533,71,54,723,401,375,516,558,532,51,79,62
1933,510,503,539,538,57,59,669,594,470,511,542,585,54,239,66
1934,510,469,468,531,51,63,747,520,495,547,505,614,52,312,34
1935,510,474,463,531,67,80,696,609,681,516,545,486,66,259,87
1936,510,562,607,526,68,75,1131,420,334,503,455,539,80,235,87
1937,510,540,490,548,75,55,843,532,156,516,535,478,75,178,66
1938,510,635,548,523,55,39,906,453,212,515,485,322,64,150,72
1939,510,386,471,541,73,76,797,491,494,509,480,545,62,150,52
1940,510,165,584,470,76,75,589,154,327,509,173,512,76,146,82
1941,510,430,510,523,75,48,696,529,181,493,475,510,75,195,69
1942,510,402,487,571,72,51,734,372,347,513,526,563,48,240,63
1943,510,411,567,546,76,45,649,572,264,499,519,540,76,265,44
1944,510,558,560,551,51,64,737,501,141,504,464,516,51,196,83
1945,510,262,629,753,64,47,645,104,578,509,148,373,64,230,77
1946,510,617,382,557,46,74,691,444,355,532,407,1518,47,88,62
1947,510,486,526,539,74,85,630,470,344,513,560,551,74,132,66
1948,510,482,524,539,87,50,492,242,709,499,543,538,83,204,52
1949,510,546,516,515,50,50,592,324,196,497,470,505,50,197,70
1950,510,429,592,541,50,54,494,540,279,514,479,553,50,166,48
1951,510,502,532,542,54,82,701,126,745,505,517,529,54,275,52
1952,510,455,523,551,82,77,590,361,224,527,509,512,81,231,67
1953,510,564,557,533,77,17,728,470,261,525,522,557,77,124,75
1954,510,520,479,521,33,81,649,392,271,514,492,562,33,285,63
1955,510,369,485,591,81,64,614,186,511,505,439,519,81,254,71
1956,510,575,279,550,64,76,632,375,373,527,489,488,64,134,75
1957,510,398,592,531,76,15,594,481,329,516,528,746,76,96,51
1958,510,403,470,517,38,43,770,501,790,490,397,541,28,201,76
1959,510,458,548,570,43,88,710,372,490,490,487,630,47,205,65
1960,510,510,468,462,81,95,559,362,168,589,391,524,81,202,72
1961,510,439,510,534,95,82,849,442,399,504,362,510,95,290,52
1962,510,512,526,544,79,69,673,529,274,522,555,506,79,228,85
1963,510,503,515,517,69,22,647,492,285,524,389,515,71,260,59
1964,510,356,546,478,76,47,675,294,320,494,441,502,76,196,55
1965,510,461,415,526,46,67,691,506,305,502,580,447,46,132,80
1966,510,452,483,622,67,66,760,160,1075,504,506,507,67,206,75
1967,510,448,574,527,71,92,577,490,313,520,495,612,77,242,38
1968,510,227,521,568,92,36,644,240,298,518,407,533,92,210,84
1969,510,472,535,523,36,69,727,361,356,505,509,510,36,143,75
1970,510,338,311,544,79,69,679,508,322,500,431,543,76,221,72
1971,510,452,522,544,69,59,681,446,620,518,533,507,69,244,49
1972,510,437,497,548,59,84,491,391,608,506,565,538,59,327,79
1973,510,477,541,540,84,75,837,67,608,486,459,521,84,59,94
1974,510,569,550,531,75,52,709,452,289,494,459,595,75,139,82
1975,510,471,493,524,87,20,681,548,274,490,454,511,87,219,76
1976,510,485,487,507,69,55,992,494,739,558,484,479,69,100,44
1977,510,527,374,537,78,68,767,524,279,498,563,471,69,245,72
1978,510,295,398,552,68,82,955,390,492,494,496,576,68,158,67
1979,510,660,355,533,82,55,582,561,392,517,556,510,82,188,75
1980,510,414,532,525,55,83,606,607,372,509,437,471,55,290,90
1981,510,388,516,512,81,71,719,430,271,485,532,490,81,222,66
1982,510,573,542,566,71,66,662,592,259,509,472,515,71,162,87
1983,510,475,434,563,66,38,711,555,302,515,493,558,66,258,73
1984,510,435,614,508,46,76,671,265,467,532,450,510,44,245,90
1985,510,447,448,550,76,71,736,521,333,506,547,448,76,262,70
1986,510,478,521,525,71,83,244,486,296,514,536,525,71,283,68
1987,510,477,497,596,83,59,1341,390,259,529,221,517,83,248,87
1988,510,504,510,523,59,106,802,423,459,518,510,510,59,155,58
1989,510,251,548,525,106,49,26,364,311,501,510,555,106,158,82
1990,510,230,553,542,48,72,521,465,881,515,510,510,49,260,74
1991,510,510,556,553,75,67,606,488,384,523,510,507,75,191,56
1992,510,491,510,552,67,72,470,163,623,496,510,369,67,215,84
1993,510,586,519,517,72,90,529,520,298,510,510,603,72,207,78
1994,510,482,442,547,88,74,545,613,240,482,510,559,90,136,59
1995,510,427,440,533,74,64,572,234,310,532,510,516,74,201,47
1996,510,456,496,536,65,48,659,362,314,475,510,473,50,227,91
1997,510,395,552,544,47,78,541,274,502,516,510,510,48,202,67
1998,510,510,482,556,78,78,680,471,242,500,510,525,78,187,83
1999,510,420,496,560,79,78,748,430,127,501,510,468,78,154,93
2000,510,420,510,540,78,81,781,471,383,501,510,510,82,157,58
