uncivil,civil,is_toxic
"**[Tim](https://jira.spring.io/secure/ViewProfile.jspa?name=sheesh-kebab)** commented  I second everyone on this thread -  this is an absolutely retarded issue that I also run into with SpringMVC from the get go. No self respecting, productive, and serious web framework these days requires developers to provide a preinstantiated nested object graph to populate on form submission (this is so 90's!). The work around with editors won't work in all situations and just adds to code clutter.  This problem has t",I second everyone on this thread.,0
"As framework developer, sometimes Java migration is a little bit awful :/","As framework developer, sometimes Java migration is bad.",0
"ient just as much as it needs another crappy irc client, xmpp client, twitter client (oh hang on that's illegal now), etc, and I freely admit my (our) guilt in this.","It's just as much as it needs another irc client, xmpp client",0
"with which I can tell you with 99% certainty is currently used more outside of containers than inside of them. Because of that, we need to support many UNIX-like environments. Another option would be to split the script; one for ""standard"" deployments and one for containers, but that doesn't seem like an ideal solution  2) I would argue that while many systems are not entirely compliant with UNIX standards, many of them will adhere somewhat (how close they adhere is a whole other discussion). As far as st",with which I can tell you with 99% certainty is currently used more outside of containers,0
"It's impossible to catch the error. SoundPool is supposed to return a specific value in case the error occurs, but it doesn't. Because nobody on the Android media framework team gives a single fuck anymore it seems. On Nov 19, 2014 12:27 AM, ""Ayk Papoyan"" notifications@github.com wrote:  > Just a last question. Are you saying that this is just happening to me, or > are you saying that it's actually impossible to catch that error? >  > Anyway thanks for answering every issue! >  > — > Reply to this email d",It's impossible to catch the error. SoundPool is supposed to return a specific value,0
Well. even the syntax highlighting in the SQL Editor is a nightmare in dark mode. ![08-03-_2021_11-25-59](https://user-images.githubusercontent.com/80254311/110310445-d9f60100-8002-11eb-8b3e-4010d8f9cb99.png),Well. even the syntax highlighting in the SQL Editor is bad in dark mode.,0
"@user  - I added the fortune test case with symfony php templates (slots, easier escaping etc.). Could you take a look if everything is idomatic for symfony 2 in the php templates (base.html.php, layout.html.php, fortunes.html.php)? I also included the raw php (meaning no nice helper like slots etc.). So one can not only show the benefits from twig on ""paper"": http but also that the performance is on par with something unusable like my shitty raw test.  ab -n 100 -c 10 results: twig: ~12 requests/sec. php",@user  - I added the fortune test case with symfony php templates (,0
Yeah @user already seems to have set that up...so can we get notified without the widget please? 😁,"Yeah, the user already seems to have set that up,so can we get notified",0
"I don't see why we should mislabel files because people use crappy/old music apps. Instead, this could nudge them toward using updated music apps that _do_ recognise the `.opus` extension. Android 10 was released in _2019_. Any competent music app developer should have added support for it after that point.",I don't see why we should mislabel files because people use old music apps.,0
"tributor that are necessarily infringed by their Contribution(s) alone or by combination of their Contribution(s) with the Work to which such Contribution(s) was submitted. > 3. Submission of Contributions. Unless You explicitly state otherwise, any Contribution intentionally submitted for inclusion in the Work by You to the Licensor shall be under the terms and conditions of this License, without any additional terms or conditions.  That pretty well covers it.  You are free to take the submission, or not",tributor that are necessarily infringed by their Contribution(s) alone or,0
"> I am just guessing but wouldn't in this case the 1st one in the classpath win? That means we can not guarantee that the pinned version is used. Let me know, I can try to proof this theory.  The Guava dependency in core is only a test dependency, and we have jar hell checks, I don't think this is the case.",I am just guessing but wouldn't in this case the 1st one in the class,0
Completely forgot about the AnkiDroid data folder. Thank you for the reminder. My problem is solved. Something in the data folder must have gotten screwed up which prevented AnkiDroid from loading properly.  Uninstalled AnikDroid. Removed the AnikDroid data folder. Rebooted Installed AnkiDroid Started AnkiDroid. Worked like a charm again.  Logged in to the Anki server to sync my collections Everything is back at normal now.  Thank you for your help / helping me to help myself.,Completely forgot about the AnkiDroid data folder. Thank you for the reminder,0
