uncivil_comment,civil_comment,,
"If someone stupidly configures retry_attempts to be 0, then this won't execute at all. Logging an error is probably warranted. We might also consider treating invalid values as being ""1""... just because somebody is bound to misconfigure and go scratching their heads when things go sideways.","If someone mistakenly configures retry_attempts as 0, this code won't execute at all. It might be appropriate to log an error message. Additionally, considering invalid values as ""1"" could be considered to prevent confusion when misconfigurations occur.",,
exact same thing as a dumb mmap,its quite similar to an inadequate map,,
"One way to make exploitation harder even if there's no guard page would be to add weak secondary stack ASLR in Bionic. The problem with that is it can screw over callers with very precisely sized stacks, as they'll have less available than they expect.

Using a single page for ASLR with stacks >= 1M is arguably sane because they could be screwed over by a compiler update if they're that close to the end...

I have a patch doing this but it's pretty sketchy so I didn't have plans to upstream it.","One approach to make exploitation more difficult, even without a guard page, would be to implement weak secondary stack ASLR in Bionic. However, this could potentially cause issues for callers with precisely sized stacks, as they would have less available than expected.

Using a single page for ASLR with stacks larger than or equal to 1M could be considered reasonable, given the potential impact of a compiler update if the stack is near its end.

I have a patch addressing this, but it's somewhat experimental, so I hadn't planned on submitting it upstream.",,
"Oh I dislike this line, it's abosolutelly unclear what the hell you are doing here=).",I'm not particularly fond of this line. It's quite unclear what you're trying to accomplish here.,,
Can we reduce this down to 1 sec or so? 5 seems awful large!,Can we decrease this duration to around 1 second? A value of 5 seems excessively large!,,
"This part is apparently not true. (if by upper layers, you mean other parts of flashrom.)

I tried 'flashrom --read /tmp/c.bin' on Kevin, and this produced a large (full 8MB I think?) read, which apparently the SPI driver still can't handle. I need to fix that up...

But this means unfortunately, we should keep the hack for now, and loop over eraseblock sized chunks in the 'read' path still. And for your sake, we can do the same for writes. (I just objected to changing the ""page size"".)

Sorry for jerking you around a bit :) I'll try to fix things up on the MTD side a bit, so we don't have to live with these hacks forever.","It appears that this part is incorrect (if by ""upper layers"" you mean other sections of flashrom).

I tested 'flashrom --read /tmp/c.bin' on Kevin, which resulted in a large read (probably the entire 8MB), indicating that the SPI driver still can't handle it. I need to address that issue...

Unfortunately, this means we should retain the workaround for now and iterate over eraseblock-sized chunks in the 'read' path. And to ensure consistency, we can apply the same approach for writes (I just disagreed with changing the ""page size"").

Apologies for the confusion earlier. I'll strive to improve things on the MTD side so we won't have to rely on these workarounds indefinitely.",,
"Empty brackets looks ugly.
 
 Please remove it if possible.","The empty brackets are visually unappealing. If possible, please remove them.",,
check yourself before you wreck yourself...,"Remember to double-check before proceeding, so you don't encounter any avoidable issues.",,
crap. i suspect we're really just papering over the real bug here.,"Oh no, I suspect we might be merely masking the actual bug in this case.",,
"Oops, brain fart :-) Sorry, I had misread that page (I overlooked the fact that most overloads only applied to unique_ptr<T[]>). Shutdown() got removed altogether in the end, so we won't be needing either version.","Oops, my mistake. Sorry, I misinterpreted that page (I overlooked the fact that most overloads only applied to unique_ptr<T[]>). In the end, Shutdown() was completely removed, so we won't be needing either version.",,
"as previously, you need to put this in a USE_ANDROID_EMU block, and provide a solution that works with a single server for the non AndroidEmu build of QEMU2. I know that sucks, sorry about that :(","As mentioned before, it's necessary to enclose this code in a USE_ANDROID_EMU block and provide a solution that works with a single server for the non-AndroidEmu build of QEMU2. I understand that it's not an ideal situation, and I apologize for the inconvenience.",,
Why the hell we need a copy?!,Why do we need a copy in this situation? Can you please clarify the purpose behind it?,,
wtf...,I'm a bit confused by this. Could you please provide more information or context?,,
Your ordering is a little ugly.  BUG= and TEST= should be above all the tags an the Change-Id should be together with all the Signed-off-bys.  Then maybe I would have noticed that git hash the first time I looked at this.,"I have a suggestion to improve the ordering. It would be helpful if we place BUG= and TEST= above all the tags, and keep the Change-Id together with all the Signed-off-bys. This way, it would be easier to spot the git hash the first time we look at this.",,
"This is kind of ugly...
I think instead you should pass the timeout with the function when you register it, and keep a private max timeout requested variable","I find this approach a bit messy. Instead, I recommend passing the timeout along with the function when you register it and maintaining a private max timeout requested variable. This would result in cleaner code.",,
"Unique constraints or indexes on nullable columns are absolutely stupid, anyway. I fully support getting rid of these cases in the DB schema.",It's not ideal to have unique constraints or indexes on nullable columns. I fully support eliminating these cases from the DB schema. It would be a positive change.,,
"damn, i thought i got all those.","Oops, it seems I missed a few. My apologies for that oversight.",,
"Also explain in this file why the compiler was failing, and dx's smart/dumb behavior.","Additionally, please provide an explanation in this file regarding the compiler's failure and the smart/dumb behavior of dx. This information will be valuable for better understanding the code.",,
"Interesting -- that kinda sucks, but I guess as long as this works, for now...","This is an interesting finding, although it's not the most favorable outcome. As long as it works for now, we can proceed with this approach.",,
"Unfortunately I had to do all of that casting or Ansible converted back to unicode :/ I agree, very ugly.","Unfortunately, I had to perform all that casting because Ansible converts back to unicode. I agree it's not the most elegant solution.",,
"yes, i guess i was understating :P damn Brits","Yes, I might have underestimated that a bit. My apologies for the oversight.",,
"Running dd as root allows about a billion compromises, so this should be tightened at some point (being able to tighten being the whole point of rootwrap). Getting the tightening right is damn hard though, so should probably be a separate bug.","Running dd as root can lead to numerous compromises, so it would be beneficial to address this and tighten the security at some point. However, achieving the right level of tightening can be quite challenging, so it might be better to track this in a separate bug report.",,
"Oh, damn it. Now I get it. Yeah that makes sense. Ignore my comment :-)","Oh, now I understand. It actually makes sense. Please disregard my previous comment.",,
what if the directory doesn't exist locally? Will this be created? If so I wonder if subsequent stack.sh may end up screw up permissions? If not since this is supposed to be owned by the 'stack' user?,"What happens if the directory doesn't exist locally? Will it be created? If it is, I'm concerned that subsequent stack.sh runs may potentially interfere with the permissions. If not, since it's supposed to be owned by the 'stack' user, we might be fine.",,
"Lazy boy, you could write ceilometer.conf entirely :)",It would be more efficient if you could write ceilometer.conf entirely. You lazy boy! :),,
"I was thinking exactly the same. This was taken from another driver, but it seems silly.","I had the exact same thought. Although this was taken from another driver, it does seem unnecessary in this context.",,
"(No action required) validating behavior, lovely :/ Can't wait for you to replace this crap with their functional betters.","(No action required) I understand this is just validating behavior, but I can't wait for you to replace this with their more functional counterparts. It'll be a significant improvement.",,
"Anal, but I can mention it may be used by third party packages. :)","This might sound nitpicky, but it's worth mentioning that this could potentially be used by third-party packages. It's good to keep them in mind.",,
"Done

Damn it...",Task completed successfully.,,
"Oops... what the hell...
 
 mysql> drop user 'test'@'localhost';
 ERROR 1396 (HY000): Operation DROP USER failed for 'test'@'localhost'
 
 So I had user 'test'...
 
 But as long as we create these users and generate random names for them, we should be fine with this.
 
 Stupid MySQL... It seems that there is no easy way to drop a user only if it exists.",Oops... That's unexpected. I encountered an issue when trying to drop the user 'test'@'localhost'. It seems that creating these users with random names should solve this problem. Stupid MySQL... There doesn't appear to be an easy way to drop a user only if it exists.,,
